RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
512,1,40,14,2,3,2,4,0,98,99,1,21,9,-1,9,7,2,0,0,5,9,1,8,1,9,3,3,0,3,4,1,8,1,1,8,8,1,1,8,8,0,9,1,2,7,8,8,0,0,0,99,99,9,9,9,8,9,9,1,3,1,8,0,7,-1,-1,0,8,8,8
513,3,57,9,2,1,4,1,39,9,9,3,50,2,36.5,0,1,4,7,2,0,2,0,0,1,7,1,3,7,2,2,2,1,1,1,1,3,3,1,1,3,0,0,7,2,1,4,4,0,0,0,2,0,2,0,2,1,1,1,1,4,3,0,2,1,2,5,3,1,3,4
514,3,57,16,2,0,2,1,66,19,19,1,40,1,80.3,0,1,3,7,3,0,3,0,0,8,7,3,1,7,0,2,1,1,1,8,3,8,8,8,1,1,0,0,7,8,1,8,3,0,0,0,4,0,3,2,4,0,2,1,1,4,3,0,2,0,1,3,3,1,4,4
515,3,38,18,2,1,1,2,49,23,22,2,40,0,64.2,0,7,0,0,4,5,2,1,2,7,0,0,-1,0,5,4,1,1,1,1,2,8,3,1,8,8,0,1,1,8,1,0,0,0,1,3,3,0,3,0,2,8,6,0,7,0,0,2,8,0,-1,-1,0,0,0,0
516,1,45,14,2,6,2,4,31,25,21,2,70,1,38.5,1,0,3,7,4,0,1,0,0,1,7,1,1,7,3,2,1,1,1,1,1,3,3,1,1,1,0,1,7,2,8,3,4,0,0,0,1,22,3,2,2,8,1,0,1,4,1,0,2,1,1,4,3,1,4,4
517,1,48,12,2,2,2,2,36,24,3,1,20,1,33.1,1,0,4,0,0,2,2,2,2,0,0,4,2,1,2,4,2,2,1,2,2,2,2,1,1,2,0,0,0,2,7,1,2,0,0,0,2,0,2,5,2,1,2,0,1,4,2,1,0,7,1,4,3,1,3,4
518,1,54,16,2,1,3,3,36,21,10,2,35,1,33.1,1,0,2,1,0,2,1,1,1,1,1,1,4,0,2,3,1,1,2,1,3,3,2,1,1,2,0,0,1,2,7,4,3,0,0,0,1,60,3,7,1,1,4,0,1,4,2,1,0,7,1,5,3,2,3,3
519,1,45,18,2,2,4,11,64,25,19,2,40,1,85.1,1,7,3,7,4,0,2,0,0,1,7,4,0,7,0,2,2,2,2,1,8,2,2,2,1,2,0,1,7,2,1,4,2,0,0,0,3,0,3,7,3,0,5,0,1,4,3,0,2,0,-1,-1,0,2,3,3
520,5,65,20,1,3,0,1,65,20,0,1,-1,0,64.4,0,7,0,0,8,3,1,2,1,7,0,0,-1,1,5,5,1,1,2,1,3,3,2,2,1,1,0,1,1,2,1,0,0,0,2,4,1,60,2,7,1,8,2,1,7,0,0,2,1,0,-1,-1,0,0,0,0
521,3,37,20,2,3,2,3,86,25,25,1,32,1,97.2,0,7,2,7,3,0,1,0,0,1,7,1,2,7,1,2,1,1,1,1,3,1,3,2,1,2,0,0,7,2,0,3,2,0,0,0,9,0,9,2,9,1,5,0,1,3,2,0,2,0,-1,-1,0,1,4,4
522,1,35,16,2,1,2,4,51,25,1,2,99,1,36.5,1,0,2,7,3,0,2,0,0,1,7,3,1,7,2,4,2,1,1,2,1,2,2,8,1,2,0,0,7,2,0,2,3,0,0,0,1,10,1,6,1,1,3,1,0,2,2,0,1,0,1,4,3,3,2,2
523,2,71,12,2,11,5,6,35,11,0,3,-1,0,19.4,0,0,0,0,1,4,2,3,1,7,0,0,-1,0,0,3,1,1,1,2,1,3,1,1,8,8,0,1,1,2,0,0,0,0,2,4,2,0,2,2,2,0,1,0,7,0,0,1,2,0,0,0,3,0,0,0
524,1,54,14,2,3,2,3,47,22,22,1,-1,1,38,1,0,3,0,0,4,1,2,1,1,0,1,2,0,2,5,2,1,1,2,1,3,2,1,1,2,0,1,1,3,7,3,2,0,0,0,2,0,2,2,2,1,2,0,1,1,1,1,0,7,1,2,3,2,3,3
525,5,23,11,2,4,0,2,31,11,5,3,38,2,27.5,0,7,1,0,0,2,3,3,2,1,0,3,5,1,3,4,1,1,1,1,1,2,1,2,2,3,0,1,1,2,7,1,2,0,0,0,4,0,3,2,4,1,2,1,1,3,1,1,0,7,2,4,3,4,3,2
526,5,24,12,2,2,2,2,33,3,0,2,42,2,27.7,0,7,8,0,0,2,2,2,1,0,0,2,1,1,7,4,1,1,1,1,2,3,2,1,2,1,0,0,1,2,7,2,3,0,0,0,1,99,9,2,9,8,1,0,1,4,2,1,0,7,1,3,3,1,3,4
527,5,22,16,2,0,0,2,38,20,4,1,15,3,40.1,0,7,1,7,4,0,1,0,0,1,7,1,3,7,1,3,1,1,2,1,3,1,1,1,1,3,0,0,7,1,1,2,2,0,0,0,4,0,3,5,4,1,6,0,1,3,2,0,2,1,5,4,2,1,2,4
528,5,50,12,1,2,0,1,22,98,0,3,-1,2,38.7,0,7,3,7,2,0,2,0,0,1,7,4,4,7,1,8,3,3,3,3,3,3,8,8,8,3,0,1,7,8,0,8,8,0,0,0,1,48,3,7,1,1,1,1,0,3,1,0,8,8,-1,-1,0,3,2,3
529,1,27,16,2,7,1,3,52,19,15,2,40,1,69.2,2,0,1,7,4,0,3,0,0,8,7,5,3,7,4,5,1,1,1,1,3,3,3,8,1,1,0,0,7,2,0,8,2,0,0,0,9,0,9,8,9,1,1,1,1,2,1,0,2,0,1,5,3,1,3,3
530,3,50,16,2,1,4,1,0,98,99,2,55,1,-1,0,0,1,7,4,0,2,0,0,1,7,5,24,7,2,4,3,1,1,1,1,2,3,1,1,1,0,1,7,2,0,1,4,0,0,0,1,18,1,7,1,8,1,1,1,4,1,0,1,0,0,0,3,2,3,3
531,1,19,12,2,4,0,2,47,21,9,2,27,0,38,1,0,0,0,8,4,1,1,1,7,0,0,-1,0,1,4,2,1,8,2,8,8,2,1,2,1,0,0,0,2,0,0,0,0,3,2,1,70,2,7,1,1,3,0,7,0,0,1,2,1,1,6,3,0,0,0
532,1,51,16,1,4,5,1,72,22,22,2,50,3,93.3,1,1,3,0,0,4,1,1,1,1,0,2,1,0,5,5,1,1,1,2,2,1,1,1,8,2,0,1,1,2,7,3,3,0,0,0,1,60,1,6,1,1,2,1,1,1,1,1,0,7,1,4,3,2,3,3
533,1,51,15,2,4,0,2,47,21,16,2,40,1,60.6,1,0,1,1,0,2,2,2,1,7,0,5,10,0,7,4,0,0,0,0,0,0,0,1,1,8,1,1,1,2,7,0,0,2,0,0,11,70,2,5,9,8,1,1,1,4,2,1,0,7,1,3,3,2,3,3
534,1,25,13,1,1,0,2,45,17,14,1,40,1,65.8,1,0,2,0,0,5,2,1,1,7,0,1,1,0,1,4,0,0,0,0,0,0,0,2,2,1,1,1,1,2,7,0,0,1,0,0,1,15,1,8,1,0,2,1,1,1,1,1,0,7,1,6,3,3,1,1
535,5,39,99,1,14,0,4,37,98,98,2,15,2,45.4,0,7,4,0,0,2,1,3,1,7,0,4,2,0,3,8,0,0,0,0,0,0,0,8,1,2,1,8,1,3,7,0,0,2,0,0,8,0,9,2,9,8,4,0,1,8,1,1,0,7,99,9,9,4,4,2
536,5,29,14,2,4,0,2,51,17,14,3,-1,1,63.5,0,7,1,1,0,1,2,3,2,7,0,1,2,0,5,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,1,0,0,4,0,3,0,4,1,6,0,1,4,3,1,0,7,2,3,1,1,4,4
537,1,53,12,1,4,0,2,42,19,13,2,20,0,32.3,1,0,0,1,4,3,2,1,2,7,1,0,-1,0,4,4,0,0,0,0,0,0,0,1,1,2,1,1,0,3,1,0,0,0,3,4,1,18,1,1,2,8,6,0,7,0,0,2,2,1,1,1,3,0,0,0
538,5,26,8,1,0,0,2,30,14,14,3,56,0,28.8,0,7,0,0,4,1,3,2,1,7,0,0,-1,0,0,3,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,0,0,0,1,5,4,0,3,4,4,8,4,1,7,0,0,1,2,1,1,6,3,0,0,0
539,3,37,18,2,3,5,1,66,98,98,3,43,1,73.2,0,0,2,7,1,0,2,0,0,7,7,3,1,7,6,6,0,0,0,0,0,0,0,1,1,2,3,1,7,2,0,0,0,2,2,4,1,14,1,3,3,1,1,1,1,4,1,0,1,0,1,4,3,1,4,3
540,1,62,12,1,2,2,2,32,21,18,1,40,1,38.1,2,0,1,1,0,4,2,1,2,7,1,1,3,0,4,4,0,0,0,0,0,0,0,8,2,1,2,1,0,2,7,0,0,3,0,0,1,22,3,7,2,8,4,0,1,2,1,1,0,7,1,2,3,1,3,3
541,1,30,12,2,7,1,3,29,17,3,2,44,1,33.1,1,0,4,0,0,2,3,3,1,7,0,3,2,0,1,4,0,0,0,0,0,0,0,2,1,2,1,0,1,3,7,0,0,3,0,0,2,0,2,3,2,1,5,1,1,2,1,1,0,7,1,5,3,3,3,4
542,5,19,10,1,18,2,4,29,98,2,1,-1,2,33.1,0,7,3,7,2,0,3,0,0,7,7,1,4,7,0,4,0,0,0,0,0,0,0,1,1,2,1,0,7,1,0,0,0,3,2,4,4,0,3,0,4,1,2,0,1,4,4,0,2,0,6,5,3,2,3,3
543,1,99,16,1,2,2,4,0,25,99,1,46,1,-1,2,0,2,7,1,0,2,0,0,7,7,2,2,7,7,6,0,0,0,0,0,0,0,3,2,1,3,0,7,2,0,0,0,2,4,2,2,0,2,5,3,1,2,1,1,1,1,0,2,0,1,9,3,3,3,3
544,5,19,12,2,2,0,3,23,98,2,3,40,3,22.5,0,7,4,7,3,0,3,0,0,7,7,4,4,7,0,2,0,0,0,0,0,0,0,1,1,1,1,8,7,2,0,0,0,1,2,4,3,0,3,3,1,8,4,0,1,3,2,0,2,1,1,3,3,2,4,4
545,5,32,14,2,10,0,2,21,11,11,3,39,0,34.8,0,7,0,0,4,2,2,1,1,7,0,0,-1,1,2,4,0,0,0,0,0,0,0,2,8,8,1,1,1,8,0,0,0,0,4,3,9,0,9,9,9,1,5,1,7,0,0,1,1,0,1,4,3,0,0,0
546,5,44,11,2,2,1,2,24,98,0,1,-1,2,29.1,0,7,2,0,0,5,1,3,1,7,0,3,24,1,3,7,0,0,0,0,0,0,0,1,3,1,1,1,1,2,7,0,0,1,0,0,1,60,1,1,9,1,2,1,1,1,1,1,0,7,-1,-1,0,1,4,1
547,2,63,12,2,7,1,1,39,21,16,1,-1,1,36.5,0,1,3,7,1,0,2,0,0,0,7,2,2,7,1,4,1,1,2,1,2,3,3,2,2,2,0,0,7,2,0,3,4,0,0,0,2,0,2,7,1,1,2,0,8,2,1,0,1,0,1,2,3,2,3,3
548,3,49,13,1,10,2,1,30,19,19,1,47,2,31.5,0,7,1,7,1,0,3,0,0,0,7,2,10,7,0,6,1,1,1,1,1,3,1,1,1,1,0,0,7,3,8,1,2,0,0,0,1,60,1,7,1,1,2,1,1,1,1,0,3,0,-1,-1,0,3,2,3
549,3,33,12,2,6,2,1,32,15,15,3,60,0,38.9,0,1,0,0,1,2,3,2,2,7,0,0,-1,1,0,2,1,2,1,2,1,2,2,2,1,1,0,1,1,2,1,0,0,0,2,3,1,70,2,1,2,1,2,1,7,0,0,1,2,0,3,1,3,0,0,0
550,4,62,12,2,1,5,1,21,9,0,3,-1,2,34.8,0,7,2,7,4,0,1,0,0,1,7,4,7,7,1,4,1,1,1,1,1,1,3,1,1,1,0,1,7,2,1,4,1,0,0,0,2,0,2,3,3,1,1,1,1,4,1,0,2,0,-1,-1,0,3,2,2
551,1,50,12,2,4,2,1,32,16,9,1,41,1,29.8,1,7,2,0,0,3,2,2,1,8,0,5,1,0,1,5,1,1,1,1,3,3,3,1,1,1,0,0,1,2,7,2,2,0,0,0,1,60,1,8,3,1,2,8,1,8,1,1,0,7,-1,-1,0,2,3,1
552,2,81,12,2,6,4,1,46,98,0,2,-1,2,38.4,0,0,2,8,0,8,2,2,8,8,0,1,1,1,1,4,1,1,8,1,3,3,1,1,1,8,0,0,8,3,7,3,4,0,0,0,2,0,2,7,1,1,1,0,8,8,1,1,0,7,0,0,3,1,8,3
553,1,56,12,2,6,2,2,29,20,11,2,-1,1,52.3,2,0,3,0,0,5,2,2,1,0,1,3,1,1,6,6,1,1,1,1,2,3,1,1,2,2,0,1,0,2,7,4,3,0,0,0,1,60,1,5,1,1,1,1,0,1,1,1,0,7,1,9,3,2,3,2
554,1,62,14,2,2,2,2,31,98,0,1,-1,1,38.5,1,0,2,7,8,0,1,0,0,8,7,1,1,7,3,5,2,1,1,1,2,2,2,2,1,2,0,8,7,2,0,4,3,0,0,0,1,70,2,7,3,1,1,1,1,1,1,0,8,0,1,8,3,2,2,8
555,1,78,13,1,2,3,2,50,21,0,1,-1,1,48.9,1,0,3,7,4,0,1,0,0,1,7,1,0,7,3,5,1,1,1,1,2,2,2,2,1,1,0,0,7,3,0,3,2,0,0,0,1,50,3,6,3,8,1,1,1,4,1,0,1,0,1,2,3,3,1,2
556,3,86,16,1,2,2,1,69,24,0,1,-1,1,86.5,0,0,2,0,0,2,2,2,1,1,1,2,2,0,1,2,1,2,1,1,3,2,2,2,2,2,0,1,1,3,7,4,3,0,0,0,4,0,3,3,4,0,6,0,1,4,1,1,0,7,0,0,3,1,3,3
557,1,65,18,1,3,0,2,52,20,0,1,-1,0,69.2,1,0,0,1,4,2,2,2,1,7,0,0,-1,0,0,2,1,1,2,1,3,2,2,1,2,1,0,0,1,3,8,0,0,0,2,4,4,0,3,0,4,0,6,0,7,0,0,2,2,0,1,3,3,0,0,0
558,5,65,14,1,1,0,1,34,12,1,2,24,0,37.7,0,7,0,1,4,4,2,2,1,7,1,0,-1,0,7,4,1,1,1,1,1,8,3,1,8,8,0,8,1,2,8,0,0,0,4,3,1,38,2,7,2,8,6,0,7,0,0,4,2,0,1,3,3,0,0,0
559,1,58,13,1,3,4,2,39,18,16,2,-1,1,34.2,1,0,2,7,1,0,1,0,0,1,7,4,2,7,5,6,3,1,1,3,2,3,3,2,2,2,0,1,7,3,0,4,1,0,0,0,1,60,1,7,1,1,1,1,0,1,1,0,1,0,1,3,3,4,1,1
560,5,26,14,2,2,0,1,51,18,18,2,47,2,51.9,0,7,1,7,1,0,2,0,0,1,7,2,2,7,0,4,1,1,1,1,1,3,1,1,2,2,0,0,7,2,0,1,3,0,0,0,2,0,2,3,2,1,1,1,1,3,1,0,1,1,1,5,3,1,3,2
561,3,68,16,2,0,0,1,66,15,0,2,-1,0,73.2,0,0,0,1,4,1,3,2,2,7,1,0,-1,1,4,4,3,1,1,1,3,3,3,2,2,2,0,0,0,3,1,0,0,0,3,3,4,0,3,0,4,8,6,0,7,0,0,1,2,0,0,0,3,0,0,0
562,5,20,14,2,4,0,2,43,22,2,1,37,0,63.2,0,7,0,1,4,1,2,3,1,7,0,0,-1,0,1,3,1,2,3,1,3,3,3,2,2,1,0,1,1,1,1,0,0,0,3,3,1,70,2,7,1,1,1,1,7,0,0,1,2,1,7,6,3,0,0,0
563,5,23,12,1,3,1,3,40,17,17,2,60,0,32.3,0,7,0,0,2,3,2,2,1,7,0,0,-1,0,2,4,1,2,2,2,1,1,3,3,1,2,0,0,0,2,8,0,0,0,4,3,2,0,2,3,2,1,2,1,7,0,0,1,2,1,1,4,3,0,0,0
564,5,29,12,1,1,0,1,30,15,15,2,35,0,31.5,0,7,0,0,4,1,2,2,1,7,1,0,-1,0,2,4,3,1,3,1,3,3,1,3,2,2,0,1,1,2,1,0,0,0,3,1,4,0,3,0,4,1,5,0,7,0,0,3,2,1,0,0,3,0,0,0
565,2,73,13,2,0,2,1,32,98,0,1,-1,3,38.9,0,0,2,1,0,2,2,2,2,0,0,3,6,1,5,5,2,2,1,2,2,2,2,1,1,2,0,1,1,2,7,4,2,0,0,0,1,28,3,3,2,1,2,1,1,3,2,1,0,7,0,0,3,3,1,3
566,3,37,17,2,7,0,1,29,14,14,3,38,1,33.1,0,0,2,7,4,0,3,0,0,0,7,4,1,7,2,5,1,1,1,1,8,1,1,1,1,2,0,1,7,1,0,1,2,0,0,0,2,0,2,5,1,1,2,0,1,3,1,0,2,0,0,0,3,1,3,1
567,1,61,18,1,1,2,2,61,21,20,2,44,1,76.3,2,0,3,1,0,1,2,2,1,1,1,1,1,0,2,2,1,1,2,1,3,3,1,2,1,1,0,0,1,3,7,1,4,0,0,0,6,0,9,2,9,1,2,1,1,4,4,2,0,7,1,1,3,1,4,3
568,5,36,9,2,5,4,5,55,11,11,2,40,0,56.6,0,7,0,0,4,5,3,3,2,7,0,0,-1,1,3,4,0,0,0,0,0,0,0,3,1,1,3,1,1,2,0,0,0,0,3,3,1,18,1,3,2,1,1,0,7,0,0,3,1,1,9,4,3,0,0,0
569,4,53,12,1,9,6,5,30,21,19,1,70,1,31.5,0,1,2,7,1,0,1,0,0,7,7,5,1,7,1,4,0,0,0,0,0,0,0,1,3,1,1,0,7,2,1,0,0,1,3,1,1,18,1,2,2,1,2,0,1,4,1,0,2,1,1,3,3,2,3,3
570,1,64,12,1,5,8,2,51,12,12,3,47,2,63.5,1,0,2,7,3,0,1,0,0,7,7,1,2,7,1,4,0,0,0,0,0,0,0,1,1,3,1,1,7,2,0,0,0,2,5,3,1,60,1,4,2,1,1,0,1,4,1,0,2,1,0,0,3,2,3,3
571,1,28,14,2,8,0,3,34,23,16,3,-1,2,37.7,1,0,2,0,0,2,2,2,2,7,1,5,5,1,2,3,0,0,0,0,0,0,0,1,1,1,1,1,0,3,7,0,0,2,0,0,1,14,1,7,1,1,2,1,1,4,2,2,0,7,1,4,3,2,4,3
572,1,64,16,2,7,2,2,39,25,21,1,-1,1,53.7,1,0,3,7,1,0,2,0,0,7,7,2,0,7,6,6,0,0,0,0,0,0,0,8,2,2,3,0,7,2,1,0,0,1,4,2,2,0,2,6,1,1,1,1,1,3,2,0,3,0,1,3,3,2,3,3
573,4,75,10,2,8,0,1,35,7,0,2,-1,0,33.1,0,7,0,1,3,5,3,3,2,7,0,0,-1,1,6,8,0,0,0,0,0,0,0,8,8,8,8,1,1,8,0,0,0,0,3,8,2,0,2,8,1,1,2,8,7,0,0,1,1,0,-1,-1,0,0,0,0
574,5,19,11,2,1,0,3,0,16,0,3,-1,1,-1,0,7,1,0,0,2,2,2,2,7,0,2,3,1,1,3,0,0,0,0,0,0,0,1,1,1,2,1,1,2,7,0,0,2,0,0,4,0,3,0,4,1,3,0,1,4,2,1,0,7,0,0,3,1,4,4
575,1,52,17,2,8,3,1,64,21,18,3,-1,0,78.5,1,0,0,0,1,5,1,3,1,7,1,0,-1,1,5,6,0,0,0,0,0,0,0,2,2,2,1,1,1,3,0,0,0,0,2,2,1,70,2,7,1,1,1,1,7,0,0,1,2,0,0,0,3,0,0,0
576,2,44,12,2,14,8,3,42,17,0,3,-1,2,39.4,0,0,3,7,1,0,1,0,0,7,7,5,10,7,1,2,0,0,0,0,0,0,0,1,1,8,1,0,7,2,1,0,0,2,3,2,1,60,1,0,2,1,2,1,1,4,1,0,2,0,1,0,3,2,2,1
577,3,44,16,1,3,1,1,50,25,25,1,75,1,48.9,0,1,1,0,0,5,2,8,1,7,1,4,3,0,3,4,0,0,0,0,0,0,0,1,1,3,3,8,0,3,7,0,0,3,0,0,1,48,3,8,1,1,3,1,0,4,2,1,0,7,2,6,3,1,3,1
578,5,26,11,1,3,2,4,19,20,19,3,30,2,29.5,0,7,1,0,0,2,3,2,2,7,0,4,3,0,2,6,0,0,0,0,0,0,0,3,1,3,1,1,1,8,7,0,0,2,0,0,4,0,3,0,4,1,6,0,1,4,1,1,0,7,1,5,3,3,3,3
579,5,20,13,2,1,0,4,32,17,14,3,25,2,38.9,0,7,3,0,0,3,3,1,2,7,0,4,1,0,2,3,0,0,0,0,0,0,0,3,1,1,1,1,1,2,7,0,0,3,0,0,4,0,3,1,4,0,4,0,1,2,1,3,0,7,1,4,3,2,2,3
580,1,33,15,1,3,4,5,50,19,14,2,40,2,46.7,2,0,2,7,4,0,2,0,0,7,7,2,2,7,1,3,0,0,0,0,0,0,0,8,1,3,1,1,7,3,1,0,0,2,2,4,4,0,3,0,4,1,2,0,1,4,1,0,2,0,1,5,3,1,4,4
581,5,23,12,2,1,2,5,51,2,2,3,40,1,63.5,0,7,2,7,1,0,2,0,0,7,7,5,5,7,3,3,0,0,0,0,0,0,0,1,1,3,1,1,7,2,0,0,0,3,2,3,1,11,2,1,2,1,2,0,1,4,1,0,2,1,5,4,3,3,3,2
582,1,70,12,1,1,1,2,30,23,8,3,-1,1,31.5,1,7,2,7,3,0,2,0,0,7,7,1,4,7,4,6,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,0,0,2,2,4,1,22,3,0,2,0,2,1,1,9,2,0,2,1,-1,-1,0,3,2,3
583,3,36,16,1,1,2,3,32,20,17,3,40,2,61.9,0,0,2,7,4,0,2,0,0,7,7,2,1,7,4,5,0,0,0,0,0,0,0,2,2,2,1,1,7,2,1,0,0,2,3,3,2,0,2,7,2,1,5,0,1,3,1,0,1,1,1,5,3,3,3,3
584,5,51,11,2,7,4,1,24,98,98,3,15,2,29.1,0,7,1,7,1,0,1,0,0,7,7,5,5,7,3,8,0,0,0,0,0,0,0,8,8,8,8,1,7,3,0,0,0,8,8,8,1,10,1,1,2,0,2,8,1,1,1,0,2,0,-1,-1,0,8,8,1
585,5,25,16,1,2,0,2,52,2,2,3,-1,0,63.2,0,7,0,0,1,2,2,3,1,7,0,0,-1,0,7,8,1,1,8,1,1,8,8,8,8,2,0,0,0,8,0,0,0,0,2,4,4,0,3,1,4,1,5,1,7,0,0,1,2,0,0,0,3,0,0,0
586,5,61,16,1,3,0,1,24,17,17,1,-1,2,29.2,0,7,1,1,0,1,1,1,1,1,1,1,3,1,2,5,1,1,1,1,3,3,3,8,8,2,0,1,1,2,7,4,2,0,0,0,2,0,2,0,2,1,5,1,1,4,2,3,0,7,5,5,3,2,3,3
587,1,35,18,2,5,2,4,64,24,19,3,-1,1,85.1,2,0,4,7,4,0,2,0,0,1,7,2,0,7,1,3,1,2,1,1,3,3,2,2,1,2,0,0,7,3,0,2,2,0,0,0,2,0,2,2,2,1,4,0,1,4,3,0,1,0,1,3,3,2,3,4
588,1,35,17,1,2,3,5,66,17,16,2,55,0,80.3,1,0,0,0,1,5,1,2,1,7,0,0,-1,1,6,6,2,2,2,3,2,3,2,1,2,2,0,1,0,2,0,0,0,0,3,1,1,33,1,7,1,1,2,0,7,0,0,1,2,0,1,3,3,0,0,0
589,2,70,19,2,6,4,1,64,20,0,1,-1,1,85.1,0,0,3,1,0,3,2,2,2,1,0,1,3,8,0,2,1,1,8,1,3,1,9,9,1,1,0,0,0,9,7,4,4,0,0,0,2,0,2,7,1,1,2,0,1,3,1,2,0,7,0,0,3,2,4,3
590,1,47,12,2,2,3,4,36,25,10,1,25,0,33.1,2,1,0,1,4,5,1,1,1,7,1,0,-1,1,5,4,1,2,1,1,1,3,3,1,2,2,0,1,0,2,0,0,0,0,4,4,4,0,3,1,4,1,6,0,7,0,0,2,2,0,1,2,3,0,0,0
591,1,23,12,2,4,1,2,29,98,98,3,32,2,33.1,2,0,2,7,3,0,2,0,0,1,7,4,4,7,3,5,2,1,2,1,2,8,2,2,1,1,0,1,7,2,0,3,3,0,0,0,2,0,2,2,1,1,5,1,1,4,2,0,2,0,1,4,3,1,4,3
592,1,82,12,1,1,5,2,45,15,0,1,-1,1,38.1,2,0,2,7,3,0,1,0,0,0,7,1,3,7,2,3,1,1,1,1,3,3,1,2,2,1,0,1,7,3,0,4,3,0,0,0,1,35,2,7,1,1,3,1,1,3,1,0,1,0,1,0,3,2,3,3
593,5,51,15,1,4,0,1,51,19,19,3,40,1,63.5,0,7,2,0,0,2,3,2,1,1,1,1,2,1,0,4,1,1,1,1,3,3,2,1,1,2,0,1,1,2,7,4,3,0,0,0,2,0,2,3,2,1,1,0,1,4,3,1,0,7,1,5,3,2,2,3
594,3,69,13,2,2,4,1,29,16,10,2,20,0,33.1,0,0,0,0,1,5,2,3,1,7,0,0,-1,1,6,6,3,3,1,2,1,3,3,3,3,3,0,0,1,2,0,0,0,0,4,3,2,0,2,7,1,8,1,0,7,0,0,1,2,0,0,0,3,0,0,0
595,1,52,16,1,6,2,4,0,25,99,2,45,1,-1,1,0,3,7,3,0,1,0,0,1,7,1,2,7,5,6,3,3,2,3,3,3,2,3,2,2,0,1,7,2,1,3,3,0,0,0,1,50,3,5,2,8,2,0,1,4,2,0,2,1,1,4,3,2,3,3
596,5,53,12,1,2,0,2,57,18,18,2,45,1,50.7,0,7,2,7,3,0,2,0,0,1,7,1,3,7,2,5,2,2,1,1,3,2,2,2,2,2,0,0,7,2,1,4,3,0,0,0,2,0,2,7,2,1,1,1,1,4,3,0,2,0,0,0,3,1,3,4
597,1,67,15,2,2,2,2,51,25,25,1,60,0,63.5,2,0,0,1,4,2,2,3,1,7,0,0,-1,0,1,4,1,1,1,1,3,3,3,2,1,1,0,1,1,2,1,0,0,0,4,1,2,0,2,2,2,1,3,0,7,0,0,1,2,0,1,1,3,0,0,0
598,1,50,18,1,1,3,5,41,24,21,2,45,1,66.1,1,0,8,1,0,3,1,1,1,0,0,1,2,0,2,3,1,3,2,2,3,1,2,1,2,2,0,0,1,3,7,3,2,0,0,0,1,30,2,6,1,1,3,0,1,3,1,3,0,7,1,3,3,1,3,4
599,1,53,16,2,2,2,2,49,22,20,1,35,1,64.2,2,1,1,7,4,0,2,0,0,1,7,2,1,7,2,2,2,2,2,1,1,3,3,2,2,1,0,1,7,2,1,3,1,0,0,0,1,48,3,1,2,1,5,0,1,4,1,0,2,0,1,5,3,1,4,4
600,1,57,12,1,1,0,2,36,18,0,1,-1,0,28.6,2,0,0,1,4,5,2,2,2,7,1,0,-1,0,0,4,1,1,2,3,3,3,2,2,3,1,0,1,0,2,8,0,0,0,1,5,1,33,1,2,2,1,6,0,7,0,0,2,2,1,1,1,3,0,0,0
601,1,46,19,1,1,2,4,51,25,23,1,50,0,63.5,1,0,0,1,4,4,2,2,2,7,1,0,-1,0,3,4,1,1,2,1,2,3,3,3,2,2,0,1,1,3,0,0,0,0,2,2,2,0,2,7,2,1,2,0,7,0,0,1,2,0,1,3,3,0,0,0
602,5,23,14,1,3,0,2,51,20,18,2,43,1,62,0,7,2,7,4,0,2,0,0,1,7,3,1,7,1,3,2,1,1,2,3,3,3,2,2,2,0,0,7,2,0,2,3,0,0,0,2,0,2,4,2,8,5,1,1,3,2,0,1,0,1,1,3,4,2,2
603,2,75,12,2,2,4,1,32,15,9,2,23,1,40.2,0,0,3,1,0,5,2,1,1,7,0,1,4,0,3,4,0,0,0,0,0,0,0,2,2,2,2,0,1,2,7,0,0,1,0,0,1,28,3,6,2,1,1,0,1,1,1,1,0,7,0,0,3,2,3,3
604,1,62,16,1,4,1,2,61,98,98,3,40,1,76.3,1,0,3,7,4,0,2,0,0,7,7,1,3,7,3,4,0,0,0,0,0,0,0,8,8,1,2,0,7,8,1,0,0,2,2,3,4,0,3,0,4,8,6,1,1,4,1,0,3,0,1,9,3,3,2,2
