RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
419,1,72,16,1,4,2,2,64,18,0,1,-1,1,78.5,1,0,2,0,0,5,1,2,1,7,1,1,4,1,5,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,2,0,0,1,22,3,6,1,1,4,1,1,3,1,1,0,7,0,0,3,2,3,2
420,5,38,12,1,2,0,1,25,15,15,2,60,2,34.4,0,7,3,0,0,1,2,1,1,7,0,1,4,0,4,5,0,0,0,0,0,0,0,1,1,2,1,1,0,2,7,0,0,2,0,0,4,0,3,5,4,1,2,1,1,4,2,1,0,7,1,1,3,2,2,3
421,3,44,15,1,2,3,5,58,19,19,2,50,1,59.9,0,1,1,7,1,0,1,0,0,7,7,1,4,7,0,4,0,0,0,0,0,0,0,1,3,2,1,0,7,8,0,0,0,1,1,1,11,70,2,3,9,1,1,1,1,4,1,0,2,1,1,6,3,2,3,2
422,5,22,9,1,5,0,5,30,16,0,2,40,0,29.4,0,7,0,1,2,1,3,3,1,7,0,0,-1,1,3,5,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,0,0,2,8,2,0,2,7,2,1,2,0,7,0,0,1,2,1,2,1,3,0,0,0
423,5,20,12,2,2,0,2,28,16,10,2,-1,2,32.4,0,7,2,7,2,0,2,0,0,7,7,2,8,7,5,5,0,0,0,0,0,0,0,1,1,2,1,0,7,3,1,0,0,2,2,2,2,0,2,0,2,1,3,0,1,1,1,0,2,1,1,4,3,2,2,4
424,5,23,12,1,2,1,2,23,10,0,1,40,2,37.6,0,7,3,1,0,2,2,2,1,7,0,2,2,1,1,1,0,0,0,0,0,0,0,2,2,3,2,1,1,8,7,0,0,2,0,0,1,18,1,4,1,1,3,0,0,2,2,2,0,7,4,6,3,1,3,3
425,1,89,8,2,9,1,2,23,13,0,3,-1,2,37.6,2,7,3,7,2,0,2,0,0,7,7,2,2,7,3,3,0,0,0,0,0,0,0,2,2,2,2,0,7,3,0,0,0,4,2,2,2,0,2,6,2,0,2,0,1,4,1,0,2,0,-1,-1,0,2,2,2
426,5,23,11,1,2,0,2,47,14,10,2,37,2,56.5,0,7,4,7,3,0,1,0,0,7,7,2,0,7,3,4,0,0,0,0,0,0,0,2,2,2,1,1,7,3,0,0,0,2,3,2,4,0,3,0,4,1,6,0,1,4,4,0,2,0,5,3,3,1,3,4
427,3,43,10,2,4,4,2,42,16,0,3,-1,2,29.3,0,0,2,7,1,0,2,0,0,7,7,5,18,7,1,6,0,0,0,0,0,0,0,1,1,3,1,1,7,2,1,0,0,2,3,5,2,0,2,0,2,1,2,1,1,4,2,0,1,0,1,4,3,2,2,2
428,5,39,12,1,5,6,4,0,18,99,3,-1,2,-1,0,7,2,7,4,0,2,0,0,7,7,2,3,7,5,4,0,0,0,0,0,0,0,1,1,3,1,1,7,1,0,0,0,2,2,2,1,60,2,3,2,1,1,0,1,4,1,0,2,1,3,6,3,2,3,2
429,3,62,12,2,7,2,2,49,20,16,3,40,0,68.1,0,0,0,8,3,4,2,3,2,7,0,0,-1,1,9,5,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,2,3,1,14,1,7,1,1,1,1,7,0,0,1,2,0,0,0,3,0,0,0
430,5,36,11,1,3,7,4,24,16,11,1,86,2,29.2,0,7,1,0,0,4,3,2,1,7,1,1,3,0,7,4,0,0,0,0,0,0,0,1,1,2,1,0,1,1,7,0,0,2,0,0,1,60,1,5,1,1,2,1,1,4,1,1,0,7,2,3,3,2,3,2
431,5,22,12,1,3,0,5,27,19,17,2,26,1,31.4,0,7,3,7,1,0,2,0,0,7,7,4,3,7,2,2,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,0,0,4,2,4,2,0,2,3,2,1,2,0,1,4,2,0,2,1,2,3,3,3,2,2
432,5,33,12,1,4,0,1,42,18,18,2,20,2,63.5,0,7,2,7,4,0,2,0,0,7,7,1,1,7,3,3,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,0,0,1,2,3,1,14,1,3,2,1,5,0,1,4,2,0,2,1,3,3,3,2,3,4
433,1,56,7,1,7,7,2,20,16,15,2,-1,2,21.2,1,0,2,7,1,0,1,0,0,8,7,1,12,7,0,7,1,1,1,1,1,3,1,1,1,1,0,1,7,2,0,1,3,0,0,0,1,22,3,1,1,8,1,1,1,4,3,0,1,0,1,4,3,2,3,2
434,5,36,11,2,1,0,1,22,1,0,3,-1,2,28.4,0,7,2,1,0,1,3,2,2,1,0,2,6,0,4,5,1,1,2,1,8,8,8,1,1,1,0,0,0,3,7,1,2,0,0,0,1,18,1,2,1,1,2,0,1,1,1,1,0,7,0,2,3,3,3,2
435,5,31,6,2,3,1,2,0,11,0,3,-1,2,-1,0,7,2,7,4,0,3,0,0,1,7,4,4,7,3,2,8,8,1,1,3,8,1,8,1,8,0,8,7,3,1,3,1,0,0,0,1,18,1,7,3,1,3,0,1,4,2,0,2,1,99,9,2,2,4,8
436,5,24,16,1,1,0,1,32,14,2,3,20,1,38.9,0,7,4,1,0,1,3,1,1,1,0,1,0,0,0,1,1,1,1,1,3,1,1,3,8,1,0,0,1,1,7,4,3,0,0,0,3,0,3,7,1,8,2,0,1,4,3,2,0,7,5,3,3,1,4,4
437,1,53,19,1,4,0,2,74,24,23,3,70,1,84.2,2,0,1,7,4,0,3,0,0,0,7,1,2,7,4,7,2,2,2,2,2,1,2,2,8,2,0,1,7,2,0,4,8,0,0,0,4,0,3,2,4,0,6,0,1,4,8,0,1,0,1,5,3,2,2,4
438,5,35,16,1,2,0,1,33,23,23,1,50,1,27.7,0,7,1,1,0,4,1,1,1,1,0,3,2,0,5,4,1,1,2,1,3,3,2,2,2,1,0,1,1,3,7,4,2,0,0,0,3,0,3,0,2,0,6,0,1,4,3,1,0,7,3,3,3,2,3,4
439,1,68,12,1,12,5,2,22,16,0,3,17,2,22.7,2,1,2,8,0,2,2,1,1,1,0,3,1,1,0,2,8,1,1,1,3,3,1,2,2,8,0,1,1,2,7,4,1,0,0,0,1,20,2,5,1,8,1,1,1,4,2,1,0,7,1,3,3,1,1,3
440,5,29,16,1,2,0,2,32,23,18,2,40,0,38.9,0,7,0,0,4,1,2,1,2,7,0,0,-1,1,3,2,2,1,8,1,3,1,8,8,8,1,0,1,0,2,1,0,0,0,1,3,4,0,3,0,4,0,6,0,7,0,0,2,2,1,1,8,1,0,0,0
441,5,30,12,1,3,0,3,54,24,24,1,45,1,49.6,0,7,1,7,3,0,2,0,0,0,7,3,3,7,5,4,1,1,1,1,1,3,3,1,1,1,0,1,7,2,1,3,2,0,0,0,2,0,2,6,3,8,3,0,1,4,1,0,2,0,1,5,3,2,3,2
442,1,31,20,2,0,0,2,0,98,0,2,-1,1,-1,2,0,2,1,0,2,1,1,2,1,0,5,2,1,3,4,8,8,8,2,3,2,2,2,1,2,0,1,1,8,7,1,3,0,0,0,4,0,3,0,4,1,6,0,1,4,1,2,0,7,1,9,3,1,3,1
443,3,68,16,2,1,1,1,64,98,0,2,-1,0,78.5,0,0,0,1,4,5,9,3,2,7,0,0,-1,0,5,4,2,1,1,1,2,2,2,2,1,2,0,0,1,3,0,0,0,0,2,4,1,50,3,7,1,1,2,0,7,0,0,2,1,0,1,2,3,0,0,0
444,3,57,18,2,2,3,2,51,23,22,1,50,1,69.7,0,1,2,8,0,1,1,1,1,1,0,1,0,1,1,3,1,8,2,8,3,2,1,8,1,1,0,1,0,3,7,3,3,0,0,0,10,0,3,8,9,1,1,1,0,4,1,1,0,7,0,0,3,1,3,4
445,1,62,16,2,5,4,2,51,25,20,1,-1,0,63.5,2,0,0,0,1,4,1,2,1,7,0,0,-1,0,6,6,1,1,1,1,1,2,2,2,1,1,0,0,1,2,0,0,0,0,2,3,2,0,2,7,1,1,2,0,7,0,0,1,1,0,1,4,3,0,0,0
446,2,80,19,2,1,2,1,63,21,7,1,39,0,75.9,0,1,0,1,4,1,2,2,1,7,0,0,-1,0,0,2,1,1,1,1,3,1,1,2,1,1,0,0,1,8,8,0,0,0,1,4,1,60,3,8,1,1,2,0,7,0,0,3,2,0,0,0,3,0,0,0
447,5,21,13,1,2,0,3,30,2,1,3,32,2,28.8,0,7,1,0,0,5,2,1,2,1,0,3,5,1,1,3,1,1,1,1,3,8,1,2,1,2,0,0,1,1,7,1,1,0,0,0,2,0,2,2,2,1,1,0,1,4,1,1,0,7,3,5,3,1,3,3
448,4,46,7,2,16,3,7,24,10,10,3,40,2,33.6,0,0,1,0,0,8,3,4,2,0,0,5,4,1,9,4,2,2,2,2,8,2,2,8,2,8,0,1,1,1,7,1,1,0,0,0,2,0,2,0,2,0,5,0,1,1,1,1,0,7,0,0,3,1,2,1
449,1,40,6,1,10,6,6,36,10,10,2,60,2,29.4,1,0,1,0,0,3,1,2,1,0,0,1,2,1,3,5,1,1,2,1,3,1,1,2,1,2,0,1,1,3,7,1,1,0,0,0,2,0,2,5,3,8,1,1,1,4,1,1,0,7,0,0,3,2,2,1
450,5,20,6,1,4,0,6,29,10,3,3,32,2,31.4,0,7,1,7,1,0,3,0,0,1,7,2,3,7,4,5,8,1,1,1,3,8,1,8,1,3,0,1,7,2,0,1,4,0,0,0,1,60,1,8,1,1,1,1,1,1,1,0,1,0,0,1,9,3,2,4
451,1,35,18,2,2,1,3,74,22,0,1,15,1,79.9,2,0,4,1,0,2,2,2,2,0,0,1,0,1,0,2,1,1,2,2,3,1,2,3,1,2,0,0,1,8,7,3,4,0,0,0,4,0,3,0,4,0,6,0,1,8,1,2,0,7,1,2,3,3,3,3
452,3,73,16,1,5,4,1,50,21,0,1,-1,1,62.5,0,0,2,7,3,0,2,0,0,7,7,1,3,7,6,6,0,0,0,0,0,0,0,2,2,1,3,1,7,3,0,0,0,3,4,3,4,0,3,1,4,0,6,0,1,3,2,0,2,0,0,0,3,2,3,3
453,1,51,18,2,2,3,2,66,25,0,2,-1,0,80.3,2,0,0,1,4,2,3,2,1,7,0,0,-1,0,0,3,0,0,0,0,0,0,0,2,1,2,1,1,1,8,1,0,0,0,2,2,2,0,2,0,2,1,1,1,7,0,0,1,1,0,1,6,3,0,0,0
454,1,60,16,1,3,3,2,46,25,23,1,45,1,38.4,2,0,1,1,0,3,2,2,2,7,0,1,3,0,2,5,0,0,0,0,0,0,0,2,2,1,1,1,1,8,7,0,0,4,0,0,1,50,3,4,2,1,5,0,1,4,3,1,0,7,1,9,3,1,2,3
455,1,58,12,2,7,1,2,23,23,0,1,-1,1,29.6,2,0,3,7,4,0,2,0,0,7,7,3,2,7,1,4,0,0,0,0,0,0,0,2,2,2,1,0,7,2,0,0,0,1,2,3,4,0,3,0,4,1,1,0,1,3,2,0,2,0,1,3,3,2,3,3
456,5,19,13,1,2,0,4,28,23,3,3,25,0,32.4,0,7,0,0,1,2,2,2,2,7,0,0,-1,0,1,4,0,0,0,0,0,0,0,2,1,2,1,1,0,3,1,0,0,0,2,2,1,22,3,4,2,8,5,1,7,0,0,3,2,0,1,5,3,0,0,0
457,1,64,16,2,1,3,2,51,20,0,1,-1,0,63.5,2,0,0,1,4,5,2,2,2,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,8,2,2,2,1,1,3,0,0,0,0,4,3,1,28,3,5,2,1,2,0,7,0,0,1,1,0,1,0,3,0,0,0
458,1,39,17,1,2,1,3,74,25,25,1,40,1,83.7,2,0,1,7,4,0,2,0,0,7,7,1,2,7,5,5,0,0,0,0,0,0,0,1,1,1,2,1,7,2,1,0,0,3,1,1,7,0,9,2,9,1,4,0,1,4,1,0,2,0,1,4,3,2,3,1
459,1,31,16,2,2,0,2,49,25,21,1,40,1,64.1,1,0,2,7,4,0,2,0,0,7,7,1,1,7,2,3,0,0,0,0,0,0,0,1,1,2,2,0,7,2,1,0,0,3,2,3,4,0,3,0,4,1,5,0,1,4,2,0,2,1,1,5,3,2,3,3
460,1,44,18,1,0,1,3,48,98,23,2,40,1,61.9,3,0,3,0,0,2,2,2,2,7,0,2,2,0,0,3,0,0,0,0,0,0,0,2,1,2,1,0,1,8,7,0,0,3,0,0,6,0,9,0,9,8,6,1,1,4,2,3,0,7,1,2,3,3,3,3
461,3,47,12,2,5,2,1,37,98,98,3,32,1,38,0,0,1,1,0,5,3,3,2,7,1,1,2,1,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,1,0,0,1,60,1,3,1,1,1,1,1,1,1,1,0,7,1,8,3,2,1,3
462,1,36,13,2,4,2,5,52,20,17,2,40,0,69.2,2,0,0,1,4,2,2,3,2,7,1,0,-1,0,1,4,0,0,0,0,0,0,0,1,2,1,1,1,1,3,0,0,0,0,2,4,4,0,3,5,4,1,2,1,7,0,0,1,2,0,1,5,3,0,0,0
463,5,19,12,2,1,0,4,28,25,0,1,30,1,32.4,0,7,1,1,0,5,1,2,1,7,1,4,0,1,5,6,0,0,0,0,0,0,0,3,2,2,3,1,0,2,7,0,0,2,0,0,1,70,2,4,1,1,1,1,1,4,2,1,0,7,1,4,3,3,2,2
464,1,31,17,1,5,2,4,33,21,18,3,43,1,50.5,2,0,1,0,0,5,2,3,2,7,0,2,1,0,7,5,0,0,0,0,0,0,0,1,2,2,1,1,1,2,7,0,0,2,0,0,2,0,2,7,2,1,2,0,1,4,1,1,0,7,1,3,3,3,2,1
465,1,51,9,1,4,4,4,51,25,25,1,20,1,63.5,3,1,1,0,0,5,2,1,2,7,1,3,1,0,6,7,0,0,0,0,0,0,0,1,2,2,2,1,1,2,7,0,0,2,0,0,1,14,1,8,2,1,1,1,1,1,1,1,0,7,1,6,3,4,1,2
466,3,37,9,1,5,3,4,29,15,15,2,50,1,31.4,0,7,2,7,4,0,1,0,0,7,7,5,3,7,4,4,0,0,0,0,0,0,0,1,1,2,1,0,7,2,0,0,0,2,1,3,2,0,2,2,2,1,4,0,1,4,3,0,2,0,-1,-1,0,2,2,3
467,5,23,13,2,5,1,5,40,18,4,3,-1,2,30.7,0,7,2,0,0,1,2,3,1,7,0,5,4,0,0,2,0,0,0,0,0,0,0,2,1,8,1,1,0,2,7,0,0,2,0,0,2,0,2,3,1,1,2,0,1,4,1,1,0,7,2,5,3,2,2,2
468,1,56,16,1,1,1,3,44,25,23,1,44,0,52.3,1,0,0,0,2,4,1,2,1,7,1,0,-1,0,5,5,2,1,2,1,1,3,2,2,2,2,0,1,0,2,1,0,0,0,3,3,1,22,3,7,1,1,1,0,7,0,0,1,2,0,1,3,3,0,0,0
469,1,56,16,1,5,2,5,66,25,25,1,40,1,89.2,2,0,1,0,0,5,2,1,1,0,0,2,1,1,6,6,2,1,1,1,2,3,3,1,2,1,0,1,1,2,7,4,2,0,0,0,1,41,3,7,1,1,1,1,1,1,1,1,0,7,1,5,3,2,3,2
470,1,31,17,1,1,0,2,66,22,19,2,70,1,80.3,1,0,2,0,0,4,2,3,1,0,1,1,4,0,4,5,1,1,1,1,1,3,2,1,2,2,0,8,1,1,7,3,3,0,0,0,1,50,3,3,2,1,4,1,1,4,1,1,0,7,1,5,3,2,3,3
471,5,29,18,1,2,0,1,72,22,20,1,40,0,93.3,0,7,0,0,4,4,2,1,2,7,0,0,-1,0,4,5,2,2,1,1,2,2,2,1,2,2,0,1,1,2,0,0,0,0,4,2,1,60,1,8,1,1,3,0,7,0,0,1,2,1,3,2,3,0,0,0
472,1,62,2,2,13,2,4,22,15,0,3,-1,0,28.4,2,0,0,0,1,4,2,3,2,7,0,0,-1,0,3,6,2,2,2,2,1,1,2,2,1,2,0,0,1,3,0,0,0,0,2,4,1,60,1,0,2,0,2,1,7,0,0,1,1,0,0,0,3,0,0,0
473,3,52,6,2,5,5,2,23,7,7,2,40,0,37.6,0,0,0,0,4,4,3,3,2,7,0,0,-1,1,3,8,1,1,2,1,2,2,1,1,1,1,0,0,1,2,0,0,0,0,4,8,2,0,2,3,2,0,5,0,7,0,0,8,1,0,1,4,3,0,0,0
474,1,64,16,2,2,3,2,32,19,10,2,33,1,29.8,1,0,1,7,4,0,1,0,0,0,7,1,2,7,1,3,2,1,1,2,3,3,2,1,2,2,0,1,7,3,1,1,3,0,0,0,2,0,2,7,3,1,1,1,1,3,1,0,1,0,1,9,3,1,3,4
475,2,76,14,2,5,4,1,46,98,0,1,-1,0,38.4,0,0,0,1,4,4,3,2,2,7,1,0,-1,1,3,8,2,2,2,1,3,3,8,1,1,1,0,1,1,3,1,0,0,0,1,4,1,22,3,0,2,8,3,0,7,0,0,1,1,0,0,0,3,0,0,0
476,3,60,16,1,1,2,1,51,17,17,2,40,1,63.5,0,0,2,7,2,0,3,0,0,0,7,3,2,7,5,6,2,1,1,1,2,3,3,1,2,2,0,1,7,2,0,3,2,0,0,0,1,28,3,2,2,1,4,0,1,4,1,0,2,0,1,5,3,3,3,3
477,5,38,9,2,6,2,3,28,3,3,3,-1,2,32.7,0,7,3,7,1,0,2,0,0,0,7,5,3,7,3,4,3,3,1,1,1,1,3,1,1,1,0,0,7,1,0,4,3,0,0,0,2,0,2,7,1,0,4,1,1,1,1,0,1,0,1,1,3,2,2,3
478,5,33,13,1,3,2,1,29,14,13,2,30,1,33.1,0,7,2,7,3,0,2,0,0,0,7,4,5,7,0,4,2,2,1,2,3,3,1,1,2,3,0,0,7,2,0,1,2,0,0,0,2,0,2,5,3,0,4,1,1,3,1,0,2,8,-1,-1,0,2,3,3
479,1,73,16,1,3,2,2,49,98,0,1,-1,1,64.1,1,0,2,1,0,4,1,3,1,1,0,1,3,1,5,4,2,2,3,1,2,3,3,2,2,2,0,1,1,2,7,2,2,0,0,0,1,22,3,1,2,0,3,0,1,3,2,2,0,7,0,1,3,3,2,2
480,1,54,14,2,3,1,2,38,98,20,2,45,1,40.1,2,0,2,7,8,0,2,0,0,1,7,4,0,7,3,5,1,2,2,1,2,2,1,1,1,2,0,0,7,1,0,4,2,0,0,0,4,0,3,0,4,1,1,1,1,4,2,0,2,0,0,0,3,3,3,2
481,5,28,6,1,2,0,4,42,10,0,1,60,2,32.3,0,7,2,7,2,0,2,0,0,1,7,2,5,7,3,4,1,2,1,2,3,1,2,2,1,2,0,0,7,1,0,1,2,0,0,0,2,0,2,0,2,1,2,1,1,4,1,0,1,0,2,3,3,2,2,2
482,3,40,15,1,1,3,3,51,16,16,3,40,1,51.9,0,0,3,7,3,0,2,0,0,1,7,1,1,7,3,4,1,1,1,1,2,1,1,1,1,1,0,0,7,1,0,3,3,0,0,0,9,0,9,6,9,1,1,0,1,3,1,0,2,0,2,1,3,3,2,3
483,5,20,12,2,6,1,1,23,2,0,3,15,2,22.5,0,7,2,7,1,0,1,0,0,0,7,5,2,7,0,7,1,1,1,1,3,3,2,1,1,8,0,0,7,3,0,4,2,0,0,0,4,0,3,5,4,1,1,0,1,1,1,0,1,0,2,6,3,1,4,3
484,5,22,12,2,5,1,1,23,1,0,3,9,0,22.5,0,7,0,0,1,4,3,1,2,7,0,0,-1,1,3,1,1,1,1,1,3,2,2,2,1,1,0,0,1,2,1,0,0,0,5,8,1,60,1,4,3,0,1,0,7,0,0,1,2,1,5,6,3,0,0,0
485,4,23,11,2,6,1,1,28,2,2,3,-1,0,32.4,0,1,0,0,1,5,3,3,3,7,0,0,-1,1,3,2,2,2,2,2,2,3,2,1,1,2,0,0,0,1,1,0,0,0,2,1,1,18,1,2,2,0,5,0,7,0,0,1,2,1,5,5,3,0,0,0
486,4,31,13,2,7,1,1,38,14,14,2,40,0,33.6,0,0,0,0,2,4,3,2,1,7,0,0,-1,1,1,1,1,1,1,3,3,1,3,1,1,3,0,0,0,3,0,0,0,0,1,1,1,60,1,7,1,8,2,1,7,0,0,1,2,0,1,3,3,0,0,0
487,1,50,12,2,4,1,2,28,18,11,2,58,0,33.2,1,0,0,0,1,5,2,2,2,7,1,0,-1,1,0,5,2,1,1,1,3,3,3,1,3,3,0,1,1,2,0,0,0,0,1,1,1,60,1,4,1,1,1,1,7,0,0,1,1,0,1,3,3,0,0,0
488,1,28,16,2,3,0,1,42,15,15,3,32,0,51,1,0,0,0,1,5,3,1,2,7,0,0,-1,1,0,5,1,2,1,2,3,3,2,1,2,3,0,0,1,2,0,0,0,0,1,2,1,18,1,4,1,1,2,1,7,0,0,1,2,0,1,6,3,0,0,0
489,1,39,16,1,1,3,4,65,25,25,1,50,1,76.4,2,0,2,7,4,0,2,0,0,7,7,3,2,7,3,5,0,0,0,0,0,0,0,1,2,1,2,1,7,3,0,0,0,3,3,3,1,22,3,4,2,1,3,0,1,4,3,0,2,1,1,4,3,2,3,3
490,1,48,13,2,1,3,2,46,22,0,2,-1,1,38.4,2,0,2,7,4,0,2,0,0,7,7,2,1,7,6,6,0,0,0,0,0,0,0,2,1,1,1,1,7,3,0,0,0,2,2,2,1,14,1,3,2,1,2,0,1,4,1,0,2,0,1,4,3,1,3,3
491,1,37,16,2,2,3,5,50,21,0,3,1,1,62.5,1,0,2,7,4,0,2,0,0,7,7,4,3,7,5,5,0,0,0,0,0,0,0,3,2,1,3,1,7,2,8,0,0,3,3,3,2,0,2,0,2,8,5,0,1,3,1,0,2,0,1,8,3,3,2,3
492,1,65,12,1,3,3,2,49,22,22,2,45,0,64.1,1,0,0,0,4,5,1,2,2,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,2,4,1,14,1,3,1,1,1,1,7,0,0,1,1,0,1,9,3,0,0,0
493,1,43,16,2,3,2,4,65,25,0,2,40,1,76.4,2,8,3,7,3,0,2,0,0,7,7,2,1,7,5,5,0,0,0,0,0,0,0,2,2,2,3,1,7,2,0,0,0,2,3,1,2,0,2,6,2,1,3,0,1,4,2,0,2,0,9,8,9,1,3,3
494,1,52,19,2,3,3,4,75,98,98,1,40,1,92.3,1,0,2,7,8,0,2,0,0,7,7,2,1,7,3,4,0,0,0,0,0,0,0,1,1,2,1,0,7,2,0,0,0,1,3,4,1,60,1,7,1,1,1,1,1,1,1,0,1,0,1,3,3,1,4,3
495,5,29,16,1,0,0,1,17,17,17,3,23,2,29,0,7,8,7,4,0,3,0,0,7,7,2,1,7,3,3,0,0,0,0,0,0,0,1,8,1,1,0,7,3,1,0,0,8,2,8,2,0,2,0,2,8,6,0,1,4,1,0,8,1,6,5,1,8,3,3
496,5,24,17,2,4,0,1,86,3,0,1,10,2,97.2,0,7,4,7,3,0,1,0,0,7,7,4,8,7,0,2,0,0,0,0,0,0,0,1,1,2,3,0,7,8,1,0,0,2,3,5,3,0,3,6,1,0,3,0,1,4,2,0,2,1,1,1,2,3,3,3
497,5,71,16,1,99,0,1,61,1,0,1,-1,0,76.3,0,7,0,9,9,2,1,4,2,7,0,0,-1,1,2,4,0,0,0,0,0,0,0,2,2,2,2,1,1,3,8,0,0,0,4,3,3,0,3,7,1,9,9,9,7,0,0,1,1,0,99,9,3,0,0,0
498,5,42,11,2,4,3,1,42,14,12,2,24,0,29.3,0,7,0,0,1,5,3,4,1,7,0,0,-1,0,3,3,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,0,3,1,2,0,2,8,1,1,2,0,7,0,0,1,1,0,1,1,3,0,0,0
499,1,42,18,2,1,2,4,74,20,15,3,24,2,87,2,7,3,0,0,1,2,1,2,7,0,3,1,0,0,2,0,0,0,0,0,0,0,1,1,8,1,0,1,3,7,0,0,1,0,0,1,70,2,3,2,1,5,0,1,4,1,1,0,7,-1,-1,0,1,3,4
500,5,20,12,1,5,0,2,36,23,4,1,-1,3,28.6,0,7,2,0,0,5,1,1,1,7,0,2,6,1,3,4,0,0,0,0,0,0,0,1,2,1,1,1,1,2,7,0,0,2,0,0,2,0,2,2,2,1,3,0,1,4,2,2,0,7,3,6,3,2,3,2
501,2,74,16,2,6,7,1,66,8,0,3,-1,0,73.2,0,0,0,0,1,5,1,3,3,7,0,0,-1,0,5,8,0,0,0,0,0,0,0,8,2,3,1,0,1,1,1,0,0,0,2,5,4,0,3,2,4,1,2,0,7,0,0,1,1,0,0,0,3,0,0,0
502,1,42,8,2,4,3,3,30,21,17,3,40,1,29.4,2,0,1,7,1,0,2,0,0,7,7,3,5,7,0,4,0,0,0,0,0,0,0,2,1,1,1,0,7,2,0,0,0,1,2,2,2,0,2,2,2,0,1,0,1,3,1,0,1,0,1,4,3,2,1,3
503,1,39,6,2,6,2,3,0,10,0,3,-1,2,-1,2,7,2,0,0,3,3,3,2,7,0,3,5,1,3,3,0,0,0,0,0,0,0,1,1,8,1,1,1,3,7,0,0,8,0,0,2,0,2,0,2,1,5,0,1,2,1,2,0,7,-1,-1,0,8,8,8
504,1,71,18,1,1,1,3,51,25,0,1,-1,0,63.5,1,0,0,0,3,4,1,2,1,7,0,0,-1,0,3,4,0,0,0,0,0,0,0,2,2,1,1,1,1,2,0,0,0,0,4,1,10,0,3,4,9,1,2,0,7,0,0,1,2,0,1,1,3,0,0,0
505,1,62,12,2,3,2,2,71,22,19,2,25,0,87.9,1,0,0,0,1,3,1,1,2,7,0,0,-1,0,4,4,0,0,0,0,0,0,0,1,2,2,2,1,1,2,1,0,0,0,4,3,2,0,2,3,2,1,5,0,7,0,0,1,2,0,1,8,3,0,0,0
506,1,42,12,2,3,2,4,34,98,98,3,40,1,37.7,1,8,2,0,0,5,2,2,1,7,0,5,2,1,5,6,0,0,0,0,0,0,0,1,2,2,1,1,1,2,7,0,0,2,0,0,1,70,2,8,1,1,1,1,1,1,1,1,0,7,99,9,9,2,3,2
507,5,20,13,2,0,0,3,0,98,99,1,-1,1,-1,0,7,4,1,0,1,1,1,1,7,0,3,2,1,0,2,0,0,0,0,0,0,0,2,1,1,1,0,1,1,7,0,0,1,0,0,4,0,3,3,4,1,5,0,1,4,3,1,0,7,3,5,3,1,3,4
508,1,47,16,1,5,2,4,64,21,21,2,48,1,86.6,1,0,2,1,0,5,2,2,1,7,1,4,1,0,4,5,0,0,0,0,0,0,0,2,2,1,2,1,1,2,7,0,0,3,0,0,1,70,2,3,1,1,3,0,0,2,1,1,0,7,1,9,3,3,2,3
509,3,46,15,1,3,1,2,51,18,18,2,48,1,44.7,0,0,3,7,4,0,2,0,0,7,7,1,4,7,4,7,0,0,0,0,0,0,0,3,2,1,1,0,7,2,1,0,0,3,1,1,4,0,3,0,4,0,6,0,1,3,1,0,2,0,0,0,3,2,2,3
510,1,46,16,1,1,2,4,51,25,25,1,50,1,63.5,1,0,2,1,0,4,2,2,2,7,0,1,2,0,6,5,0,0,0,0,0,0,0,3,2,2,2,1,1,2,7,0,0,2,0,0,3,0,3,7,1,8,4,0,1,4,3,1,0,7,1,2,3,3,2,2
511,5,31,14,1,2,1,5,35,23,17,1,42,1,33.9,0,7,2,7,4,0,2,0,0,1,7,3,1,7,1,3,2,2,1,2,3,2,2,2,2,1,0,1,7,3,0,2,2,0,0,0,4,0,3,0,4,8,6,0,1,4,1,0,2,0,1,4,3,3,2,2
